Linux 5.4.0-48-generic (slave1) 	08/10/2020 	_x86_64_	(2 CPU)

18:37:30     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
18:40:12     all    0,51    0,00    1,52    0,00    0,00    0,51    0,00    0,00    0,00   97,47
18:40:13     all    2,00    0,00    1,00    0,00    0,00    0,00    0,00    0,00    0,00   97,00
18:40:14     all    0,51    0,00    1,53    1,02    0,00    0,00    0,00    0,00    0,00   96,94
18:40:15     all    2,50    0,00    0,50    0,00    0,00    1,00    0,00    0,00    0,00   96,00
18:40:16     all    1,49    0,00    1,00    0,00    0,00    0,00    0,00    0,00    0,00   97,51
18:40:17     all    1,02    0,00    1,52    0,00    0,00    0,00    0,00    0,00    0,00   97,46
18:40:18     all    1,51    0,00    0,50    0,00    0,00    0,50    0,00    0,00    0,00   97,49
18:40:19     all    2,50    0,00    0,50    0,00    0,00    0,50    0,00    0,00    0,00   96,50
18:40:20     all    1,51    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   97,49
18:40:21     all    2,53    0,00    0,51    0,00    0,00    0,51    0,00    0,00    0,00   96,46
18:40:22     all    2,96    0,00    0,99    0,00    0,00    0,49    0,00    0,00    0,00   95,57
18:40:23     all    1,52    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   97,47
18:40:24     all    2,55    0,00    0,51    0,00    0,00    0,51    0,00    0,00    0,00   96,43
18:40:25     all    1,51    0,00    0,50    0,50    0,00    0,50    0,00    0,00    0,00   96,98
18:40:26     all    1,50    0,00    0,50    0,00    0,00    0,50    0,00    0,00    0,00   97,50
18:40:27     all    1,01    0,00    1,52    0,00    0,00    0,00    0,00    0,00    0,00   97,47
18:40:28     all    1,01    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   98,48
18:40:29     all    1,48    0,00    1,48    0,00    0,00    0,49    0,00    0,00    0,00   96,55
18:40:30     all    3,06    0,00    1,02    0,51    0,00    0,00    0,00    0,00    0,00   95,41
18:40:31     all    2,03    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   97,97
18:40:32     all    1,01    0,00    1,01    0,00    0,00    0,51    0,00    0,00    0,00   97,47
18:40:33     all    1,49    0,00    1,00    0,00    0,00    0,50    0,00    0,00    0,00   97,01
18:40:34     all    1,02    0,00    1,02    0,00    0,00    0,51    0,00    0,00    0,00   97,46
18:40:35     all    2,03    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   97,46
18:40:36     all    0,51    0,00    0,51    2,02    0,00    0,51    0,00    0,00    0,00   96,46
18:40:37     all    2,96    0,00    1,97    0,00    0,00    0,49    0,00    0,00    0,00   94,58
18:40:38     all    1,02    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   98,48
18:40:39     all    1,02    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   98,48
18:40:40     all    1,01    0,00    0,51    0,00    0,00    0,51    0,00    0,00    0,00   97,98
18:40:41     all    0,99    0,00    1,49    0,00    0,00    0,50    0,00    0,00    0,00   97,03
18:40:42     all    1,49    0,00    1,00    1,00    0,00    0,50    0,00    0,00    0,00   96,02
18:40:43     all    2,51    0,00    1,51    0,00    0,00    0,00    0,00    0,00    0,00   95,98
18:40:44     all    1,52    0,00    0,51    0,00    0,00    0,51    0,00    0,00    0,00   97,47
18:40:45     all    1,52    0,00    0,51    0,00    0,00    0,51    0,00    0,00    0,00   97,47
18:40:46     all    1,02    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   98,48
18:40:47     all    1,50    0,00    2,00    1,50    0,00    0,50    0,00    0,00    0,00   94,50
18:40:48     all    1,01    0,00    0,00    0,00    0,00    0,51    0,00    0,00    0,00   98,48
18:40:49     all    2,01    0,00    1,01    0,00    0,00    0,50    0,00    0,00    0,00   96,48
18:40:50     all    2,02    0,00    1,01    0,00    0,00    0,51    0,00    0,00    0,00   96,46
18:40:51     all    1,52    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   97,47
18:40:52     all    0,51    0,00    1,02    0,00    0,00    0,00    0,00    0,00    0,00   98,48
18:40:53     all    1,01    0,00    0,51    1,01    0,00    0,51    0,00    0,00    0,00   96,97
18:40:54     all    1,01    0,00    1,01    0,00    0,00    0,50    0,00    0,00    0,00   97,49
18:40:55     all    2,02    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   97,47
18:40:56     all    1,01    0,00    0,51    0,00    0,00    0,51    0,00    0,00    0,00   97,98
